#{"t_start": 1744660942.2787075, "env_id": "highway-fast-v0"}
r,l,t
14.53159,19,384.922218
23.620221,30,385.371062
23.452266,30,385.810071
24.152144,30,386.249515
24.518408,30,386.692888
24.230833,30,387.133973
16.386266,20,387.432685
13.286265,17,387.687807
27.086888,30,388.139829
9.152451,12,388.319702
24.619242,30,388.76554
23.735988,30,389.211224
13.712453,17,389.462672
10.700278,12,389.642505
24.281764,30,390.085139
17.698665,20,390.382286
24.5648,30,390.826858
24.968092,30,391.271539
22.553554,30,391.715753
23.350938,30,392.160981
23.986886,30,392.601124
10.414003,12,392.781588
21.982968,26,393.171761
25.143497,30,393.61816
25.626162,29,394.040384
9.018799,12,394.224464
20.679783,25,394.59523
22.785691,30,395.032753
16.864278,23,395.373246
1.213001,2,395.405605
13.750845,16,395.644054
4.066317,5,395.721429
18.947685,23,396.05822
24.477929,30,396.499044
16.96654,20,396.793094
23.751317,30,397.22574
23.01773,30,397.676292
4.596876,6,397.766749
25.652596,30,398.20874
26.396812,30,398.656804
25.320169,30,399.095121
23.833587,30,399.538873
14.753092,18,399.807308
14.212154,16,400.046656
23.520214,30,400.492618
24.316526,30,400.937941
19.734707,27,401.338181
23.919749,30,401.784253
23.752932,30,402.226986
1.118234,2,402.259562
20.453546,28,402.672429
23.086888,30,403.123888
24.816952,30,403.566543
23.063043,28,403.97541
10.063778,13,404.169869
24.385599,30,404.605608
23.851352,30,405.04435
3.930677,5,405.121124
21.986888,28,405.541107
23.351049,30,405.984416
25.052088,30,406.41996
11.545489,13,406.613588
6.545983,8,406.734227
3.013158,4,406.795483
